"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"On a early Saturday evening, the band was playing the crowd was just starting to meander in. Going further inside in an attempt to avoid the high volume of the band whose audio was piped in throughout the restaurant (I failed) I realized shortly that I must of been missed siting in the middle of the dinning are as the wait staff moved smartly from the kitchen to the front delivering the drinks and food to the patrons. I ask a member of the staff was I sitting in the wrong area and soon service was rendered. \n\nFood, [[nothing]] special but it is more of a bar than a restaurant","On a early Saturday evening, the band was playing the crowd was just starting to meander in. Going further inside in an attempt to avoid the high volume of the band whose audio was piped in throughout the restaurant (I failed) I realized shortly that I must of been missed siting in the middle of the dinning are as the wait staff moved smartly from the kitchen to the front delivering the drinks and food to the patrons. I ask a member of the staff was I sitting in the wrong area and soon service was rendered. \n\nFood, [[rien]] special but it is more of a bar than a restaurant",0.3894534707069397,0.7414484024047852,0,1,0,65,"Successful"
"[[After]] [[emailing]] my [[experience]] to [[Food]] -4-Less I get this [[email]] and have [[yet]] to [[hear]] back from any store [[manager]]. I just [[dont]] [[get]] it they expect consummers to [[come]] back to be [[treated]] bad and, feel like the bad guy. I will [[continue]] to [[avoid]] Food-4-Less and is I see a sale in there [[add]] and just [[take]] it to [[Walmart]] for the price match. Food-4-less has [[lost]] a [[customer]] for life.\[[n]]\nDear George-Elliott:\n\nThank you for taking the time to share your experiences from your recent trip to [[Food]] 4 [[Less]]. [[I]]","[[Than]] [[calling]] my [[experimentation]] to [[Diet]] -4-Less I get this [[emails]] and have [[even]] to [[entertain]] back from any store [[mgr]]. I just [[thats]] [[attain]] it they expect consummers to [[arriving]] back to be [[tackled]] bad and, feel like the bad guy. I will [[nonstop]] to [[averted]] Food-4-Less and is I see a sale in there [[addition]] and just [[adopting]] it to [[Costco]] for the price match. Food-4-less has [[gone]] a [[shoppers]] for life.\[[nth]]\nDear George-Elliott:\n\nThank you for taking the time to share your experiences from your recent trip to [[Eating]] 4 [[Fewer]]. [[me]]",0.0008842349052429199,0.5341013669967651,0,1,0,257,"Successful"
"I guess I'm truly in the [[minority]] on this place. So many of my Yelp friends gave it rave reviews that I was really [[excited]] to [[try]] this place when my friend was in town in March.\n\n(It was also one of the only places that you could get boba at 10pm.)\n\nSo we go inside and there's a strange mix of smells. At first you're like, \""""Oh, this is different\"""" and I try to associate different with good, but the smells change and you're like, \""""Hmm, not sure if good\"""" with a confused","I guess I'm truly in the [[minorities]] on this place. So many of my Yelp friends gave it rave reviews that I was really [[overjoyed]] to [[endeavour]] this place when my friend was in town in March.\n\n(It was also one of the only places that you could get boba at 10pm.)\n\nSo we go inside and there's a strange mix of smells. At first you're like, \""""Oh, this is different\"""" and I try to associate different with good, but the smells change and you're like, \""""Hmm, not sure if good\"""" with a confused",0.0020233988761901855,0.5155531764030457,0,1,0,76,"Successful"
"It was [[fun]] to go since I have been to the real one in [[Munich]] and the other fake one in Newport, KY. The [[food]] was [[good]] and the dark [[beer]] was as I remembered it. My waitress actually was fully fluent in German and her entire family was from Stuttgart, Munich and Frankfurt.......that helped. Get the poached [[sausages]], you can't go [[wrong]]!","It was [[droll]] to go since I have been to the real one in [[Monaco]] and the other fake one in Newport, KY. The [[edible]] was [[decent]] and the dark [[coffin]] was as I remembered it. My waitress actually was fully fluent in German and her entire family was from Stuttgart, Munich and Frankfurt.......that helped. Get the poached [[weenie]], you can't go [[fallacious]]!",0.0011259913444519043,0.5071672201156616,1,0,1,105,"Successful"
"[[We]] had an [[awesome]] lunch here!! You [[get]] a 3 [[course]] [[lunch]] for $9.99. It [[includes]] soup OR [[salad]], an [[appetizer]] and an [[entree]]. You can [[choose]], [[brown]] rice, [[fried]] rice or [[fried]] rice. I had the wonton spup, [[best]] I've [[ever]] had. The [[broth]] was [[delicious]]! [[For]] an [[appetizer]] [[I]] [[chose]] the [[crab]] wontons. I [[could]] [[make]] a [[meal]] of these. [[My]] entree was the Thai shrimp. [[Nice]] [[spicy]] [[sauce]] and [[I]] [[believe]] it was 8 [[nice]] size [[shrimp]]. [[I]] opted for the fried [[rice]] which was [[fantastic]]. They give you a [[nice]] [[size]] portion on everything. Service","[[Ourselves]] had an [[wondrous]] lunch here!! You [[obtaining]] a 3 [[courses]] [[dined]] for $9.99. It [[consists]] soup OR [[lettuce]], an [[entree]] and an [[entrées]]. You can [[chose]], [[lebrun]] rice, [[busted]] rice or [[frits]] rice. I had the wonton spup, [[nicest]] I've [[always]] had. The [[paprika]] was [[tasty]]! [[Onto]] an [[sandwiches]] [[me]] [[selecting]] the [[crustaceans]] wontons. I [[did]] [[provide]] a [[food]] of these. [[Months]] entree was the Thai shrimp. [[Gentil]] [[pungent]] [[ketchup]] and [[me]] [[believing]] it was 8 [[handsome]] size [[scampi]]. [[me]] opted for the fried [[rhys]] which was [[wondrous]]. They give you a [[belle]] [[caliber]] portion on everything. Service",0.0008984804153442383,0.5089647769927979,1,0,1,446,"Successful"
"[[I]] would have given this a one [[star]] but the staff was too nice and accomodating to do that. \n\nThe order was:\nCoconut Shrimp\nSeared Tuna Appetizer\nHouse Salad\nPork Chops\n\nThe reason for the opening statement was my order was [[wrong]]. I had ordered the pork chops and what came out was a pork tenerloin. My GF [[ordered]] a [[rib]] eye just above [[medium]] but hers came out very well done. The staff was very apologetic and [[said]] they would [[prepare]] [[us]] [[another]] [[order]]. The manager on duty","[[me]] would have given this a one [[starr]] but the staff was too nice and accomodating to do that. \n\nThe order was:\nCoconut Shrimp\nSeared Tuna Appetizer\nHouse Salad\nPork Chops\n\nThe reason for the opening statement was my order was [[incorrect]]. I had ordered the pork chops and what came out was a pork tenerloin. My GF [[commanded]] a [[coasts]] eye just above [[averages]] but hers came out very well done. The staff was very apologetic and [[avowed]] they would [[formulate]] [[our]] [[a]] [[behest]]. The manager on duty",0.007629752159118652,0.5076207518577576,0,1,0,131,"Successful"
"My [[husbands]] pizza was [[pretty]] good but I [[got]] the [[pasta]] with [[marinara]] and it was inedible. \[[n]]\nThere was [[little]] to no [[sauce]], the [[pasta]] was so over [[cooked]] it was pasty and [[gummy]] and I [[ended]] up [[throwing]] it out. \[[n]]\nSkip the [[pasta]], [[order]] a [[pizza]]...at least you'll be able to [[eat]] the pizza :P","My [[spousal]] pizza was [[abundantly]] good but I [[did]] the [[macaroni]] with [[provolone]] and it was inedible. \[[p]]\nThere was [[modest]] to no [[ketchup]], the [[basta]] was so over [[cuisine]] it was pasty and [[onthe]] and I [[finalized]] up [[jeter]] it out. \[[pp]]\nSkip the [[curd]], [[fatwa]] a [[cheesecake]]...at least you'll be able to [[devour]] the pizza :P",0.0008502006530761719,0.2560919523239136,0,0,0,253,"Failed"
"Had my wedding here, and the place was [[gorgeous]]. It's an older timeshare place, and you can tell that by the fact they've stopped doing their shuttle to the airport and strip, along with no free wi-fi. The pool was [[amazing]], and my son loved the water slide. You can't [[beat]] the [[value]], just avoid the \""""free show or hotel credit\"""" trap for the hard sell when it comes to their timeshares. They'll try to give it to you when you ask for your parking pass - They are a well oiled sales machine.\n\nMy only [[real]] [[issue]]","Had my wedding here, and the place was [[beautiful]]. It's an older timeshare place, and you can tell that by the fact they've stopped doing their shuttle to the airport and strip, along with no free wi-fi. The pool was [[startling]], and my son loved the water slide. You can't [[overcame]] the [[valuing]], just avoid the \""""free show or hotel credit\"""" trap for the hard sell when it comes to their timeshares. They'll try to give it to you when you ask for your parking pass - They are a well oiled sales machine.\n\nMy only [[genuine]] [[matters]]",0.010838925838470459,0.5207918286323547,1,0,1,108,"Successful"
"[[fremont]] street experience.. it's a [[free]] show! \n\nit's a [[cool]] place to hang out for awhile, you have the [[show]] going on, [[vendors]] and booth to look around... crazy people all dressed up to take pictures. And [[easy]] [[access]] to any casinos. youi're literally only a few steps away from the casino. [[Unlike]] the strip where you think you're a few steps.. but really you're miles away. haha","[[modesto]] street experience.. it's a [[frey]] show! \n\nit's a [[copacetic]] place to hang out for awhile, you have the [[showing]] going on, [[salesmen]] and booth to look around... crazy people all dressed up to take pictures. And [[simpler]] [[accede]] to any casinos. youi're literally only a few steps away from the casino. [[Although]] the strip where you think you're a few steps.. but really you're miles away. haha",0.003918707370758057,0.528496503829956,1,0,1,93,"Successful"
"[[This]] location [[closed]] at [[least]] 10 [[minutes]] early. [[Hours]] [[said]] open to 9. [[We]] [[got]] there at 8:45. [[In]] the [[time]] it [[took]] to to [[write]] this [[review]], no less than five [[additional]] [[people]] tried to [[enter]] the [[establishment]] to no avail. The ice cream [[probably]] [[would]] have [[tasted]] scrumptious if I had [[gotten]] any. [[I]] was [[looking]] [[forward]] to ending a special [[night]] with a [[special]] treat. Ben & Jerry's you have made me sad.","[[That]] location [[closing]] at [[weakest]] 10 [[record]] early. [[Period]] [[tell]] open to 9. [[Our]] [[have]] there at 8:45. [[At]] the [[moment]] it [[had]] to to [[typing]] this [[reviews]], no less than five [[addendum]] [[pueblo]] tried to [[intro]] the [[creation]] to no avail. The ice cream [[certainly]] [[were]] have [[devoured]] scrumptious if I had [[was]] any. [[me]] was [[watching]] [[anxiously]] to ending a special [[blackness]] with a [[specialised]] treat. Ben & Jerry's you have made me sad.",0.0006710290908813477,0.5288695096969604,0,1,0,278,"Successful"
"I've been meaning to drop by Naka Sushi for a while, but finally got the chance today after finishing up my work day. The environment itself is very [[comfortable]] and they have TVs with ESPN on them so one thing down for myself. The lunch price is very [[reasonable]] for AYCE sushi. I didn't stuff my face as full as I usually do, but I did try a few items such as the Tako, Surf Clam, a Tod roll?, muscles, and the white tuna. [[Everything]] was [[really]] [[good]], the only real [[complaint]] I had was that the Tod roll seemed to break apart really easily","I've been meaning to drop by Naka Sushi for a while, but finally got the chance today after finishing up my work day. The environment itself is very [[squeamish]] and they have TVs with ESPN on them so one thing down for myself. The lunch price is very [[judicious]] for AYCE sushi. I didn't stuff my face as full as I usually do, but I did try a few items such as the Tako, Surf Clam, a Tod roll?, muscles, and the white tuna. [[Aii]] was [[indeed]] [[decent]], the only real [[claim]] I had was that the Tod roll seemed to break apart really easily",0.001476585865020752,0.6280956864356995,1,0,1,111,"Successful"
"[[Boring]]. The waitress [[bored]] us with her lack of [[interest]]. This is my 3rd [[visit]] and the [[thrill]] has [[gone]]. [[Next]] time I will [[save]] the [[money]] and [[hit]] the [[drive]] up at Taco Bell. [[I]] am [[sorry]] I bothered to [[ask]] for more tea. I [[know]] you we're busy [[texting]] or [[smoking]] or discussing what you did [[last]] [[night]]. I won't bother you again.","[[Dull]]. The waitress [[bore]] us with her lack of [[attention]]. This is my 3rd [[consult]] and the [[excitement]] has [[disappear]]. [[Imminent]] time I will [[stow]] the [[cash]] and [[befallen]] the [[eglantine]] up at Taco Bell. [[me]] am [[dorry]] I bothered to [[enquired]] for more tea. I [[understand]] you we're busy [[cellphones]] or [[smoker]] or discussing what you did [[latter]] [[nighttime]]. I won't bother you again.",0.0006213188171386719,0.000648200511932373,0,0,0,274,"Failed"
"I have dealt with Clyde (the owner) and his staff for 30+ years. You can not stay in business that long if service and product availability is [[lacking]]. It is just the opposite. Pricing has ALWAYS been good. Service has ALWAYS been solid and consistent over all these decades. [[Of]] course, [[clientele]] has changed, and changed dramatically in the last several years. Impulse buyers are coming out in droves. An undereducated and sensitive lot they are. Expectations all over the board. The Pistol Parlour has [[weathered]] these [[fluctuations]] in the market far [[better]] than [[ANY]] shop in the Phoenix metropolitan area.","I have dealt with Clyde (the owner) and his staff for 30+ years. You can not stay in business that long if service and product availability is [[missing]]. It is just the opposite. Pricing has ALWAYS been good. Service has ALWAYS been solid and consistent over all these decades. [[For]] course, [[users]] has changed, and changed dramatically in the last several years. Impulse buyers are coming out in droves. An undereducated and sensitive lot they are. Expectations all over the board. The Pistol Parlour has [[degraded]] these [[movements]] in the market far [[nicer]] than [[ENTIRE]] shop in the Phoenix metropolitan area.",0.011399567127227783,0.6249141693115234,1,0,1,106,"Successful"
"I've tried this place twice and each time the anticipation was greater than the end [[result]]. \n\nThe [[idea]] is so exciting because the possibilities seem endless. You can pay for unlimited meals or just one, but either way it seems a little expensive for what you get. They give you 2 bowls - one for your food and a smaller one for your sauce. You build your meal by going through a buffet line and choosing your meat(s), veggies, seasoning, and sauce. You can pile it high to the point of overflowing or you can keep it small. Tip: the veggies really shrink when cooked so your bowl","I've tried this place twice and each time the anticipation was greater than the end [[resulting]]. \n\nThe [[brainchild]] is so exciting because the possibilities seem endless. You can pay for unlimited meals or just one, but either way it seems a little expensive for what you get. They give you 2 bowls - one for your food and a smaller one for your sauce. You build your meal by going through a buffet line and choosing your meat(s), veggies, seasoning, and sauce. You can pile it high to the point of overflowing or you can keep it small. Tip: the veggies really shrink when cooked so your bowl",0.13165855407714844,0.606256902217865,0,1,0,80,"Successful"
"Meh. We went back and we were disappointed. Somehow the slaw was more limp, the burger was less tasty, and the lentil soup was revolting. It tasted like perfume. Odd.","Meh. We went back and we were disappointed. Somehow the slaw was more limp, the burger was less tasty, and the lentil soup was revolting. It tasted like perfume. Odd.",0.9993790984153748,0.9993790984153748,0,0,1,1,"Skipped"
"Decent Americanized Chinese food along with the staple salad bar fixings. The carved roast beef was [[moist]], [[tender]], and flavorful. The beef gravy appeared to be made from the roast and not a can or a package.\n\nI agree with Heather C., The Crab Ragoon, Mmmmmmmmm ! I'm also a [[fan]] of the peanut chicken.\n\nThe wait staff was [[attentive]] about refilling drinks and removing used dishes.\n\n$11 for dinner and $1 for soda hard to [[find]] much like it in [[Madison]].","Decent Americanized Chinese food along with the staple salad bar fixings. The carved roast beef was [[damp]], [[offering]], and flavorful. The beef gravy appeared to be made from the roast and not a can or a package.\n\nI agree with Heather C., The Crab Ragoon, Mmmmmmmmm ! I'm also a [[blower]] of the peanut chicken.\n\nThe wait staff was [[cautious]] about refilling drinks and removing used dishes.\n\n$11 for dinner and $1 for soda hard to [[discoveries]] much like it in [[Franklin]].",0.007032990455627441,0.5558318495750427,1,0,1,117,"Successful"
"Coffee: Decent, but didn't blow my skirt up\nSet-up: Nice decor, lots of room to spread out\nService: [[Awful]]. Don't make me feel like I'm inconveniencing you. I can and will take my business where it's appreciated (Fair Trade, Cartel/Conspire or Lux, for example)\nAtmosphere: TURN THE FRIGGIN ELECTRONICA [[DOWN]]! I enjoy scheduling meetings off-site but not where I need to use sign language to communicate with my vendors. \n\nIMPORTANT: My experiences at L","Coffee: Decent, but didn't blow my skirt up\nSet-up: Nice decor, lots of room to spread out\nService: [[Horrendous]]. Don't make me feel like I'm inconveniencing you. I can and will take my business where it's appreciated (Fair Trade, Cartel/Conspire or Lux, for example)\nAtmosphere: TURN THE FRIGGIN ELECTRONICA [[DESCENDING]]! I enjoy scheduling meetings off-site but not where I need to use sign language to communicate with my vendors. \n\nIMPORTANT: My experiences at L",0.13568717241287231,0.6374394297599792,0,1,0,66,"Successful"
"[[I]] have to write in regards to their [[service]] recovery and [[poor]] [[customer]] [[service]]. They [[take]] [[reservations]] for [[parties]] of 4 or more but any less than that, you have to [[wait]]. When I [[called]] to [[ask]] about this [[policy]], especially due to the below [[zero]] temperatures [[today]], they [[could]] not do [[anything]] for me but [[rather]] [[said]] [[I]] [[would]] have to [[come]] in and [[see]] what [[happened]]. [[This]] is the sort of [[business]] that [[I]] won't [[go]] to [[ever]] again because of the [[poor]] [[customer]] [[service]] - we had their sushi once before and it was very good but I can't [[stand]] to [[frequent]] a [[place]] with a terrible [[manager]].","[[me]] have to write in regards to their [[department]] recovery and [[needy]] [[shoppers]] [[department]]. They [[bear]] [[misgivings]] for [[parti]] of 4 or more but any less than that, you have to [[hoping]]. When I [[telephoned]] to [[poser]] about this [[strategies]], especially due to the below [[zilch]] temperatures [[tuesday]], they [[ai]] not do [[somethin]] for me but [[pretty]] [[say]] [[me]] [[did]] have to [[incoming]] in and [[admire]] what [[landed]]. [[That]] is the sort of [[company]] that [[me]] won't [[budge]] to [[forever]] again because of the [[needy]] [[client]] [[department]] - we had their sushi once before and it was very good but I can't [[stance]] to [[frequently]] a [[platz]] with a terrible [[admin]].",0.0006265044212341309,0.520298957824707,0,1,0,388,"Successful"
"It's been quite a while since I came to CPK. [[I]] came (somewhat) resistantly for dinner to meet friends. My [[last]] visit to this location [[provided]] medocure service (at best) and a gummy under cooked pizza and a somewhat wilted salad. I have to say that this [[trip]] that both the service and the food were [[markedly]] [[improved]]. Funny, but I went to a pizza place but strangly enough I typically don't seem to order pizza. I decided to try one of their new salads, the Moroccan-Spiced Chicken. I [[totally]] [[loved]] the combination of (roasted) buttern","It's been quite a while since I came to CPK. [[me]] came (somewhat) resistantly for dinner to meet friends. My [[latest]] visit to this location [[yielded]] medocure service (at best) and a gummy under cooked pizza and a somewhat wilted salad. I have to say that this [[traveling]] that both the service and the food were [[sharply]] [[enhanced]]. Funny, but I went to a pizza place but strangly enough I typically don't seem to order pizza. I decided to try one of their new salads, the Moroccan-Spiced Chicken. I [[fully]] [[adores]] the combination of (roasted) buttern",0.002957761287689209,0.5576215982437134,1,0,1,128,"Successful"
"[[great]] brunch!","[[prodigious]] brunch!",0.004600703716278076,0.024886012077331543,1,1,1,10,"Failed"
"[[Not]] [[good]] at all. [[Cooking]] [[meat]] then [[putting]] BBQ sauce on it is not [[real]] BBQ! The [[guy]] who seated us was a [[dick]], and the [[waitress]] got my order wrong...[[completely]] [[wrong]]...like I [[ordered]] BBQ [[chicken]] and [[got]] a pulled chicken sandwich [[wrong]]. They may [[actually]] [[cook]] their [[meat]] [[right]] for some [[items]], but the [[chicken]] on my pulled chicken [[sandwich]] (which I didn't [[even]] [[order]]) was [[basically]] [[like]] [[boiled]] [[chicken]] with BBQ sauce on it! Stay [[away]].","[[Nicht]] [[decent]] at all. [[Cooks]] [[carne]] then [[set]] BBQ sauce on it is not [[genuine]] BBQ! The [[dude]] who seated us was a [[prick]], and the [[barkeep]] got my order wrong...[[absolutely]] [[fallacious]]...like I [[ordained]] BBQ [[hen]] and [[had]] a pulled chicken sandwich [[awry]]. They may [[admittedly]] [[cookery]] their [[sirloin]] [[entitlement]] for some [[theme]], but the [[fowls]] on my pulled chicken [[sandwiches]] (which I didn't [[actually]] [[decree]]) was [[fundamentally]] [[such]] [[cooked]] [[wuss]] with BBQ sauce on it! Stay [[apart]].",0.0006197690963745117,0.0006572604179382324,0,0,0,435,"Failed"
